data_type,pii_data_point,token,is_active,hash,created_by,modified_by
ADDRESS,"vault:v1:/MuO/7N2t/d1QwTt8+tUQH2/rVrpgi80miKko4IDlDhJHa2lxBg+uqJpAg4lAQqbpBBu4q4KkhGO+FFUxPtPkL0+mY/cgTb5uFEka77+",TKN_YCE5Q4VBEJAG_ADDRESS,true,e56732c5d9b50892fff6824b3ca08549,system,admin
CITY,"vault:v1:CI23RfypYRaJhuih4gxECTDbQ7JVxENsKF2WqdeUEU3k3qXk3HHh",TKN_YCE5Q4VBEJAG_CITY,true,b0a5ea8f08dd2fa11ddf636833b6894d,system,admin
COUNTRY,"vault:v1:UFUtajQKKQvvLzwy5fDUhJs4u1bkAu7vFAVJf6WAXCX8",TKN_YCE5Q4VBEJAG_COUNTRY,true,118becb605f806526431a1ce1f88f8e1,system,admin
PAN_CARD,"vault:v1:CYech3suFXG+xODNXl/8/ZiaUZhjsADyJVSvB1d7wMHlCOsa92E=",TKN_YCE5Q4VBEJAG_PAN_CARD,true,ed283bc064869d64bd0a50d7c3be53a3,system,admin
PASSPORT_NUMBER,"vault:v1:cvicVHImPfyiM05AhnNxza6Xp4pjfrXFFtemgXesywpIVjeR",TKN_YCE5Q4VBEJAG_PASSPORT_NUMBER,true,0f77527871f38672d3df254887fbdbc5,system,admin
FIRST_NAME,"vault:v1:zlaXaEIyBxm73AD20fjJaMbyV9ctyI2g4EMYpT5y6UOg",TKN_ZWHVFYRWKBGX_FIRST_NAME,true,c4a7d4394d41ac74a8b4acb45c679abf,user,system
LAST_NAME,"vault:v1:qFT2OYGZHVgTLNwt28ANrKNGppcOgCSJ60cLQA8kkpk=",TKN_ZWHVFYRWKBGX_LAST_NAME,true,1865c838cdea310d9f65330a0f5386fa,user,system
EMAIL,"vault:v1:w2OazLi/Eg2dU1hUKfSMB51FQgFGTHcEVlRALYzhYJ1+6oE0+5i3+q6lzR46RQyF",TKN_ZWHVFYRWKBGX_EMAIL,true,bcf7f223284c1105b7b5954f6f5aa598,user,system
MOBILE_NUMBER,"vault:v1:RZzsUjpVeCLwps+cptUl6+jfbHcS5AMeu+QyexR24qfoMO6E1mE=",TKN_ZWHVFYRWKBGX_MOBILE_NUMBER,true,48895f73f52303a6d4faa7b29c7248b7,user,system
DATE_OF_BIRTH,"vault:v1:3T1QAhiL5zP548nZZ9p/LwDvmPCu6iLiTLPh6Bb5tY/eXXnWELQ=",TKN_ZWHVFYRWKBGX_DATE_OF_BIRTH,true,9fe1c2b6d32196ea8a2604a70d4cc621,user,system
ADDRESS,"vault:v1:zPrLPO0MXRtj3nXlFVaqhEyPUr/rpb1WYxc3ZeMk34cM7IxVTFMf294E6qv3V1sYb6UehklIgrLH1IBTvhXJ7OEcqNbI0zfSVPO9o1LM",TKN_ZWHVFYRWKBGX_ADDRESS,true,274eab3065d7b9064b40a45a6428df11,user,system
CITY,"vault:v1:3hqffRxG0h2cDRHe28KZqj1XBzRmcdYYPQis7w+sVBk=",TKN_ZWHVFYRWKBGX_CITY,true,8a50e2236ea495d07aabc16b86ff90a7,user,system
COUNTRY,"vault:v1:+fAkDoDAASxBBTSqjrGVscIkY59t7A1entVGcbv6QMlv",TKN_ZWHVFYRWKBGX_COUNTRY,true,041e34ef5d03186febfe85a0fe0da0c7,user,system
MIDDLE_NAME,"vault:v1:m8ZfxDK6GWrGxHsnOnzvn43ykoRbL+xSCQ7YSOPfqVV9",TKN_ZWHVFYRWKBGX_MIDDLE_NAME,true,b6202a64fe937bbaf63738f6e6c4cf2c,user,system
PAN_CARD,"vault:v1:r2xxSCGzfZ+rAc6vOxuqovjUpZzuaWwUQyKaBXEAE1Bblk4j0lo=",TKN_ZWHVFYRWKBGX_PAN_CARD,true,7c5aad4fc42a911a00f5f394b89f5532,user,system
FIRST_NAME,"vault:v1:31Nj8NQbXN1TH5DI5+C9+wGvTsMCUluRaOJ0C+Mr",TKN_01PLBQZZ0ZHR_FIRST_NAME,true,14b51e775724154391d9564b40983930,batch_job,admin
LAST_NAME,"vault:v1:jUazIArogsT1oMFwXkGKQ7xTIr5jgf4D9pJhcDlf",TKN_01PLBQZZ0ZHR_LAST_NAME,true,8d59ee2ac74b5b718a192725f164a1b3,batch_job,admin
EMAIL,"vault:v1:746AFlShQSFB9DB6b4pAXm2ytSJsxHa/4k7jN2k6/d80+vVlLqd4odCaW2hL",TKN_01PLBQZZ0ZHR_EMAIL,true,fe9e9663fdeff68ac5a9dad404736282,batch_job,admin
MOBILE_NUMBER,"vault:v1:qI2TtrzfhzGEFWLxFRB80VrJbVam0BTBzp0i8UjGos82WCYXRyQ=",TKN_01PLBQZZ0ZHR_MOBILE_NUMBER,true,27ac0ed4c5ec93706169c8ef2cd1a39e,batch_job,admin
DATE_OF_BIRTH,"vault:v1:hQ1EpyEzD3pAcWMMsNVOU4VjbkckgC84sxuAdEm9P6rOwS6RxwM=",TKN_01PLBQZZ0ZHR_DATE_OF_BIRTH,true,f8e0a8c0c41df8f9e6547a2ce5f9dd57,batch_job,admin
ADDRESS,"vault:v1:6uMbqStakthE9q67PAlqvjlN/LgSl/UVnEur47PzO/PbojP4lzlBwrNTnCy1re9wSGaxuIVbyTSkcRW4kwUlovTkx0LdUHQUvQ==",TKN_01PLBQZZ0ZHR_ADDRESS,true,b69c7c2dd23c8a1807e139db79e630f5,batch_job,admin
CITY,"vault:v1:xxXiOBowWLHJCipj+n1Kplrn2s8IvHyw40tiausGk9cAQVbv",TKN_01PLBQZZ0ZHR_CITY,true,138ca1cebe4c135508b79b2cc9007288,batch_job,admin
COUNTRY,"vault:v1:0nxM0CVhMyllxQHgBTC34U3kOTo+jdk5mHmh4225LSo+",TKN_01PLBQZZ0ZHR_COUNTRY,true,499b5f99df58d70f7d17dc691a6eead8,batch_job,admin
PASSPORT_NUMBER,"vault:v1:ILD/OEKCi/Q3suw1BLnNMpSfO/sGCjdE2+lzL+gJb2KWDhID",TKN_01PLBQZZ0ZHR_PASSPORT_NUMBER,true,7421679c12793d9fc13a3519d2d4fdcf,batch_job,admin
FIRST_NAME,"vault:v1:ApL6mDYCnPfHLvBJYyj7Ahjpom6eVE299X9rPP+NPrRsAA==",TKN_EYDPEP33KGRD_FIRST_NAME,true,28e9543850a73701f6fd04bd7f2fa352,api,admin
LAST_NAME,"vault:v1:Hjk4GySZp8ojeJGFfd5RUFbGimZ/LLJgkjsvdK16qAnMIA==",TKN_EYDPEP33KGRD_LAST_NAME,true,ee20c64d9ac8e5b141b6c445e64741cc,api,admin
EMAIL,"vault:v1:Dqd2Zyo508BnDw7CoUBFl0mIwueER3dhuodwwnfwqqeM6JJB+bcEIZMrcE2+Swd2knj9",TKN_EYDPEP33KGRD_EMAIL,true,f6a66ae6dfa144da0277abe0443ba664,api,admin
MOBILE_NUMBER,"vault:v1:w3ihAxEtoXH9ZX0augb9mDXGmdUIaa0kzBl6+d9l/Pz0D905Ebs=",TKN_EYDPEP33KGRD_MOBILE_NUMBER,true,b94584e8096d9af25a60baada5ff74c6,api,admin
DATE_OF_BIRTH,"vault:v1:AzyrBbRaSzjeiJ+yVH41YQA2mnE9lMw0bVEYa8JlKRR1CwY4kOs=",TKN_EYDPEP33KGRD_DATE_OF_BIRTH,true,0e85ed3554960ecdd6272bf31b3ae0a3,api,admin
ADDRESS,"vault:v1:iNS1NgZ+/j6zgvJwrRFEAlCquv5epgg/8ZFxrZAPKaApfxmP21hu8l+R626Q+kSvgQmIMExNGbilrIYjPMzotFibD40y4NE9DIOFG5Qh+pPX",TKN_EYDPEP33KGRD_ADDRESS,true,a81e21ab87c9d8c1a2ef5ff901a1bb0d,api,admin
CITY,"vault:v1:pRXCve1sxKAiAVN50EQ0vheT4evN9aUn85qm7EPTS+YY8C2cz7cc",TKN_EYDPEP33KGRD_CITY,true,2dcc782ccc12f20850fcbe1097fbc870,api,admin
COUNTRY,"vault:v1:BhN1XnEK+347bjDZ+k22UfL1in+vkcdR8/5+pd+1EWKe",TKN_EYDPEP33KGRD_COUNTRY,true,69ede5c305d0ef3756eacf9263e55b1d,api,admin
FIRST_NAME,"vault:v1:ZQ5x0xBNtn6BvBHxkoiHbrif2AYQDvJCBYYDu6CaOsH1",TKN_NWTSTB0DMW79_FIRST_NAME,false,e2bb1d0bc8cc0d8968cb76b8c167373b,admin,user
LAST_NAME,"vault:v1:jod+0UDXcbZYhQpB5qtkwv6ZKfBUBvLVZiJMyR9hlIk=",TKN_NWTSTB0DMW79_LAST_NAME,false,427bb5a629cd6f382edd599b6b1ae4d8,admin,user
EMAIL,"vault:v1:auWviIxhbsMVb6a/12R/GDOX8N7fdR/xZYFH9AryN3eU09kD/TJRMtDlnWAWrsTb",TKN_NWTSTB0DMW79_EMAIL,false,ea5beae21829d2972258a61f132a6d21,admin,user
MOBILE_NUMBER,"vault:v1:6YKPweSvnFR7BBhjgfM7BjXsopeQV7RefPEYJPAOuWvoBnD8iS8=",TKN_NWTSTB0DMW79_MOBILE_NUMBER,false,02e74d936bfeb11701bd448f88e87c54,admin,user
DATE_OF_BIRTH,"vault:v1:550zRmesm5xFhYMLHswtx8ZEYf4aTK4fdkcsQXxce0ZWBf6FKcY=",TKN_NWTSTB0DMW79_DATE_OF_BIRTH,false,d0f2bc5ceff4b4cacb6abac0f49d180c,admin,user
ADDRESS,"vault:v1:inW90SR/ckBxdFNZW3GEhVA4wq59skLKSFQdOM0yUzthIreo8Ltc0uwsa9BkMhxcJoCJDhAeIY+dawWJrY+VVSkNzcXe9KvsNuWIsskI9OA=",TKN_NWTSTB0DMW79_ADDRESS,false,2487f2589da58878707553d7ced3b139,admin,user
CITY,"vault:v1:vXeKPgy2gSvcLrvBLIaebQAmTqDjM5zSupRQKVThHfpIoF4=",TKN_NWTSTB0DMW79_CITY,false,236b3ba2a10135a48e2aacf847b34a4a,admin,user
COUNTRY,"vault:v1:R0BwzTHiQP4BCFSkw7qj2hYYXyc6JOpB9ZtwmiofsmOA",TKN_NWTSTB0DMW79_COUNTRY,false,abaa2bd31f721ab19fb74697ce90b69e,admin,user
FIRST_NAME,"vault:v1:WUUjpMryrSVLdPtYAiMW6gpRUtIENl0Xa5wrTgbaMRAg",TKN_ULVU1PLPD76F_FIRST_NAME,false,b63162ff74af197178672c77b196871d,admin,api
LAST_NAME,"vault:v1:gx3yqLW8Qgk7ydRwGCiXFaFnSrD2Rs95TkgIMXi1Zhd+",TKN_ULVU1PLPD76F_LAST_NAME,false,f898c4dbe20f5fa00ebf03b49fc83472,admin,api
EMAIL,"vault:v1:EzF6Z2uNCPXFQKQiv60mWnPhrqvdfNKMzGaIhmk9QWUL0XWGOI8jNGSdNMqvxL5bpT9y",TKN_ULVU1PLPD76F_EMAIL,false,66b71c9f6bb107f49a6670503fa0e116,admin,api
MOBILE_NUMBER,"vault:v1:2idOTe16/ONXFR1w6TKPeFV9c502KkP2ttnC31JEgSTG+vy9ISc=",TKN_ULVU1PLPD76F_MOBILE_NUMBER,false,24faaed5836ecdb866cce9bb08e29616,admin,api
DATE_OF_BIRTH,"vault:v1:z+BSunGL7Ls2IufR9wDVWf9hH2hOTHjXpF4HvbXQ1u58IzLnDa0=",TKN_ULVU1PLPD76F_DATE_OF_BIRTH,false,92ff3b2a281cde578158b7cf2c35937e,admin,api
ADDRESS,"vault:v1:C1ME2a1vS74u/+uYyToCxKfsIqdRQxDGdzT8FueySifYmKSbCyiHsWCtD9WoWpUiv1i34RNxgpU3Vtqal0Xxn2nh0z9mGWTB8JE=",TKN_ULVU1PLPD76F_ADDRESS,false,d216d8dde0ca71aa7ca41f6545649d77,admin,api
CITY,"vault:v1:1GN1b2DI8ZGLDH/nTQll+FXJiuEFagjp/PzQILhhKh5P",TKN_ULVU1PLPD76F_CITY,false,9b713a0893479d3ab7f4589bfe8cbd5a,admin,api
COUNTRY,"vault:v1:ZKbVTxeSm+rhbkPBScw0+zvOeM3a0BudgbtkCj9IVPo+",TKN_ULVU1PLPD76F_COUNTRY,false,05d31319c82ddbca64d1198c96a3347a,admin,api
FIRST_NAME,"vault:v1:nHF7qnM/TKLGF/FUaTny5Gx1Km/sZ4leNt67KIaiaqMj",TKN_0CCZZ250CXU6_FIRST_NAME,true,194f0863cc7407a2bb896dcb87ea72c9,admin,system
LAST_NAME,"vault:v1:lCYZ0ZRMpCdzd3P6DmCUVQZbD33kFougwGIUHYit2fU=",TKN_0CCZZ250CXU6_LAST_NAME,true,05355f33e0a290f712676ad85904afb2,admin,system
EMAIL,"vault:v1:TZTbul/lr/h8wow3XItrXJPKe3Bg8i3Uln1vzIT/NgkVG5TJck/dn9oK7pscQTvgA9U=",TKN_0CCZZ250CXU6_EMAIL,true,8735251a9ef7be1f406d1522a9ec7ce0,admin,system
MOBILE_NUMBER,"vault:v1:0zOaeJFrAeNNBVtNUkBR6QAndF9E+YWHXtpLJAP8szHyASluPdE=",TKN_0CCZZ250CXU6_MOBILE_NUMBER,true,5e0277fc550ea68c092cf830de09dfdc,admin,system
DATE_OF_BIRTH,"vault:v1:3JLKg9rHqM5yrs3vvmqv+Fj1EdlOPtHHFEWgVDqJfBeqjhErhNA=",TKN_0CCZZ250CXU6_DATE_OF_BIRTH,true,f3efc1227f75541a4c32a821ffc796fa,admin,system
ADDRESS,"vault:v1:50iPoQi8DwH8omGBLm98TiFBd8r2E+1kMP3d/ymvI/R2bpiQxhRk14MlzwlXfuAq79VwTL7hT3TrbiJewFWZIlEWcY1um2yUuQ==",TKN_0CCZZ250CXU6_ADDRESS,true,b3353028eb7a46b5300647dbafbf01c5,admin,system
CITY,"vault:v1:NuFS7Ojk95qM5gq1g1l5I5yI6yprUpZxE+AWlRMVbe/RmVTGPw==",TKN_0CCZZ250CXU6_CITY,true,467540b1c64f45940e7f77e86f66ea56,admin,system
COUNTRY,"vault:v1:I2XBUsd22AbkZtk09voa2SMNgFVYchG4Fl/pT2u7hkyM",TKN_0CCZZ250CXU6_COUNTRY,true,e7a2674aab008f584914c1583826d18e,admin,system
MIDDLE_NAME,"vault:v1:vCEI/xWhFznCNWX4nmxyiDM45LjoW7HrKfisAIDgMvSiCw==",TKN_0CCZZ250CXU6_MIDDLE_NAME,true,4c9f888a10f7fb3cda28896c45a878a9,admin,system
FIRST_NAME,"vault:v1:pUcPR/7M54z/HUx8IIkJBfg8zOHDZ0+dhBIu+eq515DLsVA=",TKN_ZK87J6DJAXHZ_FIRST_NAME,false,087b90546bb1d7d5927956da750e46ec,system,api
LAST_NAME,"vault:v1:5FNPWWE7n/IoB0BqvvoJRmTFhF3VRuJlkZAB8R24B14=",TKN_ZK87J6DJAXHZ_LAST_NAME,false,3039113824a31843156403dfa8bb37d8,system,api
EMAIL,"vault:v1:8/d7NpHTwOMaoCNvQH6OJ5xQXC4yt4pRix/agh/6P5BIVXDWLhXRwd6iMs7oBdxy2C3eZg==",TKN_ZK87J6DJAXHZ_EMAIL,false,203a05a8d53c4a3f32ef873efe762764,system,api
MOBILE_NUMBER,"vault:v1:Ewu8fMLLZONhu1lWlJ49P+r7F4fbdUJRTvBnyIqg9ZRJbHSRV94=",TKN_ZK87J6DJAXHZ_MOBILE_NUMBER,false,28359384d950eab5b230038f8f6323e2,system,api
DATE_OF_BIRTH,"vault:v1:8rF3KikE5fE7txT8Ikiq4//l/YRYl+vdm8Kd9KQL52fvANcug9s=",TKN_ZK87J6DJAXHZ_DATE_OF_BIRTH,false,3a1a4de60f6dd902a6cde6a7f0eaf406,system,api
ADDRESS,"vault:v1:xuf0TAL+5bhOLuCGSCqs5cA55piu4OM0QBbMHXgmKtxM93tqiO2XgKVBP8j5Y0gIYk+bVZgEX8bh642JbF0rPyV5LSQ8nXfBATjb8VKdv8RP450R",TKN_ZK87J6DJAXHZ_ADDRESS,false,212b9137938b5f951e362c2669b6bfa5,system,api
CITY,"vault:v1:PM2Vy42d+e3lIfvZUNWoY2ChREECYIf9NX20Da0O4qxOmFnpThFz",TKN_ZK87J6DJAXHZ_CITY,false,8b52c9c7252512cebb395b3af59b6467,system,api
COUNTRY,"vault:v1:AhZhCUOmdKIupALJjtDAAJOqEj6fPbwckZabrBI5NRWY",TKN_ZK87J6DJAXHZ_COUNTRY,false,a6dbfe1cfbbef19253d420786ddbe593,system,api
PASSPORT_NUMBER,"vault:v1:O7JkdRr3hr6tnXsVHSDrlmixydgrBwhUdUy6CY2hT6Rx1U6z",TKN_ZK87J6DJAXHZ_PASSPORT_NUMBER,false,14ba811356ff1f3e7e3406502e12f2e2,system,api
FIRST_NAME,"vault:v1:QZ29YVs3egiT8Ozgf2TLiu+wTyBmdg22DSyDVAxOGHqJ",TKN_S6UJWKG0PTPK_FIRST_NAME,true,42bc3deb6c32ca405c1d93f411e10282,system,api
LAST_NAME,"vault:v1:VdIb6BY3saal25Qe3t0/s9DzgBfvgIutKeTIZ/u0uuVZ",TKN_S6UJWKG0PTPK_LAST_NAME,true,4b6f2548b6a3a31ccfeae412ce84d0a4,system,api
EMAIL,"vault:v1:vl9+/A0yWBIh+7PgHvdy32MJBFzAUtfTryiNI8RGO4Caidj/1orOqJzi7z/1UDV6ug==",TKN_S6UJWKG0PTPK_EMAIL,true,c9e4bff9f6e0fd2ae5c095b1954d8c33,system,api
MOBILE_NUMBER,"vault:v1:8jJn9+TfsPifjoB9LDrsxEf8O+/5QNACBDjiKlCFkrDJkoEGe3o=",TKN_S6UJWKG0PTPK_MOBILE_NUMBER,true,32aaf133ffc9268a2e04a34c224f2ca4,system,api
DATE_OF_BIRTH,"vault:v1:GSlhT4webxXlEIru+wMiO2ZgztMJ6cAIqhJ7O/tMe/U58zIxfv8=",TKN_S6UJWKG0PTPK_DATE_OF_BIRTH,true,e65e7104f2c5f400f65849cdaba93b6c,system,api
ADDRESS,"vault:v1:7CVdzcyfdH3YT0WqPrklkqF6DbboX87SjfwhB28/+YHrCQY4RViieIq8BiLmuQgv8mG+HIUk+krylX1UKj9g0rYgHdoBuXhwHY4=",TKN_S6UJWKG0PTPK_ADDRESS,true,6dbe918e5a8b2482e516b4cb6abf3712,system,api
CITY,"vault:v1:9543kLfNdbXcvEcOW0t8w9C8j236Qo4303gGYGEXcfZfoV+ymA==",TKN_S6UJWKG0PTPK_CITY,true,28c2a8a8b7488c02a31efdaec4db5328,system,api
COUNTRY,"vault:v1:m7X3Rzeusq0MI5v/RxqhnuUSeqZDQZcg3UG2y2dK0kDt",TKN_S6UJWKG0PTPK_COUNTRY,true,49dd86376432da3007a6f4b125df887e,system,api
PAN_CARD,"vault:v1:bjw5289eSpb/VaFLvyW1GyFR9wRiORkiCWm8BS9Jqz/g1NlPc3A=",TKN_S6UJWKG0PTPK_PAN_CARD,true,b2721c2c43329292bfe5737b54df17ce,system,api
FIRST_NAME,"vault:v1:zxFlltbBi4iexZHn5tptyzGq0q3P9m4TscIu+6tKnA==",TKN_GEPH8KLPSGDN_FIRST_NAME,true,60d61815ab1f9b0da8ffc55cf01c62d1,admin,system
LAST_NAME,"vault:v1:x7Ymu36vOtZ4IIfWCrm7ggEIJ+bokKFlWCkvRLHr2Fw=",TKN_GEPH8KLPSGDN_LAST_NAME,true,c705902e173ca8d7bba841ec0a37cb10,admin,system
EMAIL,"vault:v1:moHviWuMmr3eW0HbNbGwjiRmuwWodWAtn8pfsVuzURjWVEhoweNBLDmZ+d4A7l0h",TKN_GEPH8KLPSGDN_EMAIL,true,113f3d6a94978194d86d12069936931a,admin,system
MOBILE_NUMBER,"vault:v1:pnKBI1cioesz/K3twn4TL2rDF0sXqCsgz7OoxZJULgSxw9sQK60=",TKN_GEPH8KLPSGDN_MOBILE_NUMBER,true,262a9c05a2a27c18b7a01e52a4812c7d,admin,system
DATE_OF_BIRTH,"vault:v1:aXcuQRNDo6D1DU1tdhw7axiZe6LqKjEw7/23kkL+NjpFhoEf9X4=",TKN_GEPH8KLPSGDN_DATE_OF_BIRTH,true,8f4c156fa73f646db608feac8fd0ee9e,admin,system
ADDRESS,"vault:v1:LNJ6X/t12a3G2x6jnbyQSvUugBD7yOqkz7aHEvXkMTAVu50qPPPM4H8j3BmWmtK+FCZdOqLaL3mHG0DfiFUebYsYPMaKY7xl8Xw=",TKN_GEPH8KLPSGDN_ADDRESS,true,1862e19ce13c2eace85b75d8be3c04da,admin,system
CITY,"vault:v1:U+ZMZpNvgFT6IWGmaW+QgGfcPRPwERSzKdTdlNIEJbhU/OoA7A==",TKN_GEPH8KLPSGDN_CITY,true,35309cef734fa11e9246de2cddaf9a00,admin,system
COUNTRY,"vault:v1:Fd4WImtmkq7HaDAQeMkCoZs1LsT6d4SqTFrPWUjWxPzy",TKN_GEPH8KLPSGDN_COUNTRY,true,2ecaf86d4ae03ef26274e7445cec1845,admin,system
PASSPORT_NUMBER,"vault:v1:kfccVOiqZcEqEuhXJNZAzXRoE57PojZILWdLCXrapGAMY3BT",TKN_GEPH8KLPSGDN_PASSPORT_NUMBER,true,57384d708b41c5897c89b08971175732,admin,system
FIRST_NAME,"vault:v1:5adPQ1y1TMUrrifCRuCVATJiPzzw4ODwa4XNfl47B+59PA==",TKN_SJ546UEK4UG1_FIRST_NAME,false,be78daa9835e49458b1549a2cba560df,batch_job,system
LAST_NAME,"vault:v1:bvH+A757YgW1Hi3iZi/aeOETZ3LOibNB1h1IJ6TG",TKN_SJ546UEK4UG1_LAST_NAME,false,fdba9df794542a33a5aafea3e1359404,batch_job,system
EMAIL,"vault:v1:6kwystqeqSFgnFEgHWlkUyr5A9dCG2WTBaJWY2e3swBK6BSJzLUkT+uj9PWvPnNp0A==",TKN_SJ546UEK4UG1_EMAIL,false,879d6eb517471dc9a0723c6ea3b1a630,batch_job,system
MOBILE_NUMBER,"vault:v1:31G5Flol40yfXMa0xWP+zoqKYy7arcHKRBreucJQofUgVu6th1M=",TKN_SJ546UEK4UG1_MOBILE_NUMBER,false,993b5c4bd43a35c9ddb56aa64216500e,batch_job,system
DATE_OF_BIRTH,"vault:v1:dZpHGTDujPUPw+xjMKb1KqSsXOBvThrr9ZOQLu/VZgguExhdqlU=",TKN_SJ546UEK4UG1_DATE_OF_BIRTH,false,ff9a587b0a4194d6a9a3a12e5898324c,batch_job,system
ADDRESS,"vault:v1:d5HPG0b9wrFFC7QpDuvcPfObkqfNdLPNQfzZZ+THxNMyD5dzlQR+2BowCenx842D0FHR8JrsmMCmQBli44dNiJyUgCIxlAwAy2Ekhg==",TKN_SJ546UEK4UG1_ADDRESS,false,ffc35c1b0fcbd4739e41fe755c4e8141,batch_job,system
CITY,"vault:v1:+uf2HHbEQ6MC2GfZ4OUb6vfVbvwBKsDjrXXnsuo/IYSP",TKN_SJ546UEK4UG1_CITY,false,56d58eea663d1efaf1ccea7c3d9c83c6,batch_job,system
COUNTRY,"vault:v1:48DTuHnENX8+fX8dyZbIItsw2FlBMO97ZuJcf44+ZHrU",TKN_SJ546UEK4UG1_COUNTRY,false,ae493961619a6c410f8b4c2e0b8618e2,batch_job,system
FIRST_NAME,"vault:v1:6dB0+wMzG2z9bVUt3YJMZIpQ9HY4umKHTnWESe0sdT5P8ds=",TKN_907BJ8XLZ69J_FIRST_NAME,true,04169fe567316d904149d04ecb46faf6,batch_job,admin
LAST_NAME,"vault:v1:/RPl2NqPGDkLblFmy/Ys5q8bJMgYwTR5J/qz8bCzzU6nXg==",TKN_907BJ8XLZ69J_LAST_NAME,true,ecc6d49eafefba6dd7c29285e15fde95,batch_job,admin
EMAIL,"vault:v1:QaB9kKe2a4x0U8x12QwPzhw5FKJQWOVP4/Tl9weP6c4H+0BnFCGcWMYEfh4505mDx1T4Qai1",TKN_907BJ8XLZ69J_EMAIL,true,6eb035aee13bb589d0c769fb37d09ac1,batch_job,admin
MOBILE_NUMBER,"vault:v1:+tRDQYmL0SgCqqy4IIDCZ2ZZatW5y29eK+8tX6HZwXulN82t4ps=",TKN_907BJ8XLZ69J_MOBILE_NUMBER,true,2cbbc8a2bedab6b56d78126d1e5dcf00,batch_job,admin
DATE_OF_BIRTH,"vault:v1:b6VM0SHcg2+VEP/JMeWt6QXGREnu3lgNgYNZLSlxkfSrid9STHc=",TKN_907BJ8XLZ69J_DATE_OF_BIRTH,true,16839734d4391061a278ca213f00b53f,batch_job,admin
ADDRESS,"vault:v1:AXRR5e0pfiOCYB4ucaGK6gpEqq39Je0q0/cjDQjWSpI54hmha1FbcerM9ASeQnlYpYhbnNY+K/KeKdAa2iNvWi0uKcq5vYI=",TKN_907BJ8XLZ69J_ADDRESS,true,c46306dc8ba4ea7c9620c160f34b1dff,batch_job,admin
CITY,"vault:v1:UqwG7Df4A0mE3JBu3hnAGDoA6TKl6L1mmgJHDBClwc9C+peR",TKN_907BJ8XLZ69J_CITY,true,0e52833f3d206b59bdcfef42c8d5216c,batch_job,admin
COUNTRY,"vault:v1:GqELyBSpmRW5VPrIJ4iXj4xRFhBb0lFiU6LCDrKABIi4",TKN_907BJ8XLZ69J_COUNTRY,true,fb5ec9100e3ce3edd57f4527676db75d,batch_job,admin
MIDDLE_NAME,"vault:v1:pYT94QdKh6HYpGCZ4hHFovC3iAqFfnh9yBDuxsnnqQ==",TKN_907BJ8XLZ69J_MIDDLE_NAME,true,1f987eb505fce3cfed775c27b7f0d69e,batch_job,admin
PAN_CARD,"vault:v1:Jh63HLokBWxbD87N+xC65SUQp3nFcLc3CsMgCUZUGAe7B7ubdbk=",TKN_907BJ8XLZ69J_PAN_CARD,true,c5f8e7a60db62e2ac270bc7f5906e91c,batch_job,admin
FIRST_NAME,"vault:v1:aHK8i/ZY/VDdzJcDLkc/eVFWMFsefqMuXupaY9lEcQJWXjWd",TKN_51U6DSJ77DYR_FIRST_NAME,false,35a988c5ad831e9671840fd22944b8a7,user,admin
LAST_NAME,"vault:v1:efQ3p5QXv+qhospp5+usLqPH2IC9DRqV+8KLS0iqqnWDNA==",TKN_51U6DSJ77DYR_LAST_NAME,false,1c43d8f1b18fa257a35cac767268122c,user,admin
EMAIL,"vault:v1:IHtsHpxcyHgQuhA9ZMZv4Jd2d4NPj6Si/rYeoH45x3jFEFNNeAxFjoBZNJzmDPHAVkfY9KE3oyN9",TKN_51U6DSJ77DYR_EMAIL,false,1a3c878b3dfe68f34367d7b7492cc080,user,admin
MOBILE_NUMBER,"vault:v1:2f22RcX0BpUvyiJUHDWSGQetPoxwXiPDrsCa9bkD1iEk2g34GWk=",TKN_51U6DSJ77DYR_MOBILE_NUMBER,false,af6a826b34dc51fd040c0e41e20c4df5,user,admin
DATE_OF_BIRTH,"vault:v1:Oy3Q8mBBthAwHz4X6WlJsaBErIwPq2EHdw+ZY8Cfql5daf0QWOg=",TKN_51U6DSJ77DYR_DATE_OF_BIRTH,false,b9cd7adeb691e0877cf5de62380e4ff2,user,admin
ADDRESS,"vault:v1:kuT6+fQFDIgFK/4mgSGhpmHE/FLC99j7xXtHzClQC9mkhdpJkfvVpQMl/rL2jy0dMkAf4hfhEQXxIaX7y2RWuUzOKVqWaZoS64bVmLZT",TKN_51U6DSJ77DYR_ADDRESS,false,deac5c8972bce5c36f816952929b1257,user,admin
CITY,"vault:v1:R0Krz5nxLbMpbNCHBTC4kjLgmmWoPRulSDorTmdOkjyN84kZi0fECOY=",TKN_51U6DSJ77DYR_CITY,false,d957ed1d106c7181fa014f7921ba294b,user,admin
COUNTRY,"vault:v1:dMj8uXPwvV4p4+gdyf30xZPi7KtGHN7ieXeZSMoGe6eX",TKN_51U6DSJ77DYR_COUNTRY,false,14501ddca5af608eaee3822345d613a4,user,admin
FIRST_NAME,"vault:v1:Y09GsNpS1q/p4pUeQNahR6n+7HCcskQZeZvELu1BaNE=",TKN_5UOT171XCWEZ_FIRST_NAME,true,cc1848a093db3c747842ab2fd303812a,batch_job,admin
